conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7954861c-86d4-4529-afbb-2c23dab9ac74,onderhandelen over een compromis,released,skill/competence,transversal,,"Communiceren met anderen met de bedoeling tot een gemeenschappelijk akkoord te komen of een punt van verschil op te lossen, zonder zijn eigen intenties of doelen of die van de anderen uit het oog te verliezen.",http://data.europa.eu/esco/skill/6f142deb-03a9-4cd7-94ce-e0f023ae2169,communiceren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7a147904-22b3-498a-b4d9-7bceeb86b45d,omgaan met stress,released,skill/competence,transversal,stress aankunnen,"Omgaan met uitdagingen, verstoringen en veranderingen en herstellen van tegenslagen en tegenspoed.
  ",http://data.europa.eu/esco/skill/2b2c3254-7f6c-47e2-84f1-aece946fbfae,een positieve houding bewaren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9,kritisch denken,released,skill/competence,transversal,informatie beoordelen,"Een oordeel vormen en verdedigen op basis van intern bewijs en externe criteria. De geloofwaardigheid en betrouwbaarheid van informatie kritisch beoordelen alvorens deze te gebruiken of aan anderen door te geven. Zelfstandig en kritisch denken ontwikkelen.
  ",http://data.europa.eu/esco/skill/fff1d675-c36a-4c12-9cd4-407f21ccd06a,"informatie, ideeën en concepten verwerken"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/833289fa-3646-4010-9d9e-93ba8c9ef2d8,beginselen van onderzoeksethiek en wetenschappelijke integriteit toepassen in onderzoeksactiviteiten,released,skill/competence,cross-sector,,"Fundamentele ethische beginselen en wetgeving toepassen op wetenschappelijk onderzoek, met inbegrip van vraagstukken betreffende onderzoeksintegriteit. Onderzoek uitvoeren, beoordelen of rapporteren waarbij wangedrag zoals verzinsels, vervalsingen en plagiaat wordt vermeden.
	",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,wetenschappelijk of marktonderzoek uitvoeren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/872a1632-f1db-4feb-bb27-0a6a359b7591,open innovatie in onderzoek bevorderen,released,skill/competence,cross-sector,,"Integrale samenwerking bevorderen waarbij belanghebbenden samen innovaties creëren die een gedeelde waarde vertegenwoordigen.

",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,wetenschappelijk of marktonderzoek uitvoeren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/979cf728-896f-4f2c-8fa8-2698ca0d4930,academisch onderzoek publiceren,released,skill/competence,cross-sector,,"Wetenschappelijk onderzoek op uw vakgebied uitvoeren aan een universiteit, hogeschool of op eigen initiatief. Het onderzoek publiceren in boeken of wetenschappelijke tijdschriften om bij te dragen aan uw vakgebied en persoonlijke academische erkenning te krijgen.
    ",http://data.europa.eu/esco/skill/2b1e2927-3542-48da-9063-02925e7562c1 | http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,resultaten verspreiden onder de wetenschappelijke gemeenschap | technisch of academisch schrijven
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e,de overdracht van kennis bevorderen,released,skill/competence,cross-sector,,"Een breed bewustzijn ontwikkelen van processen van kennisvalorisatie die gericht zijn op het maximaliseren van de tweerichtingsstroom van technologie, intellectuele eigendom, deskundigheid en bekwaamheid tussen de onderzoeksbasis en de industrie of de overheidssector.
	",http://data.europa.eu/esco/skill/efbb3d3b-a41c-4e0a-90a8-8e611eb1db9f,"adviseren over juridische zaken, wet- en regelgeving en procedurele aangelegenheden"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a58cd26-58eb-4a1c-b1b6-64037fe9cfa1,abstract denken,released,skill/competence,cross-sector,,"Blijk geven van het vermogen om concepten te gebruiken om veralgemeningen te maken en te begrijpen, en deze in verband te brengen of te verbinden met andere items, gebeurtenissen of ervaringen.
    ",http://data.europa.eu/esco/skill/ab877a24-335d-4676-b366-c5c06651481a,"communicatie, samenwerking en creativiteit"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a584a638-a2c0-4b3c-bdf3-a64f87225be9,individuen begeleiden,released,skill/competence,cross-sector,,"Begeleiden van individuen door emotionele ondersteuning te bieden, ervaringen te delen en advies te geven aan het individu om het te helpen in zijn persoonlijke ontwikkeling, en door de ondersteuning aan te passen aan de specifieke behoeften van het individu en rekening te houden met zijn of haar wensen en verwachtingen.",http://data.europa.eu/esco/skill/e2bdf081-333a-414f-b8ac-93c76290f167,coachen en begeleiden
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a8b3957f-08b4-4a76-927d-0b2e3d0dbd39,onderzoekspublicaties samenstellen,released,skill/competence,cross-sector,onderzoekspublicaties schrijven | inhoud samenstellen voor onderzoekspublicaties | onderzoekspublicaties | onderzoeken publiceren,"Lezen en interpreteren van wetenschappelijke publicaties die een onderzoeksprobleem, de methodologie, de oplossing en de hypothese presenteren. Deze vergelijken en de benodigde informatie eruit halen.",http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39 | http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849,kwalitatieve informatie verwerken | verzamelen van informatie uit fysieke en elektronische bronnen | informatie samenvatten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612,persoonlijke professionele ontwikkeling beheren,released,skill/competence,cross-sector,,"Verantwoordelijkheid nemen voor een leven lang leren en voor bij- en nascholing. Leren om de beroepsbekwaamheid te ondersteunen en te actualiseren. Speerpunten voor de beroepsontwikkeling vaststellen door over het eigen handelen na te denken en te overleggen met collega’s en belanghebbenden.
    ",http://data.europa.eu/esco/skill/468135b7-5757-48c3-9509-fde0e13ec5be | http://data.europa.eu/esco/skill/7e0b93e0-0de7-4607-b07f-27a6828d3ff0,persoonlijke vooruitgang beheren | ontwikkelen van onderwijsprogramma's
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869,problemen oplossen,released,skill/competence,transversal,,"Oplossingen vinden voor praktische, operationele of conceptuele problemen in een brede waaier aan contexten.
  ",http://data.europa.eu/esco/skill/13d301d0-98cb-414f-a8f9-a3f059228133,het ondervangen van problemen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b363bb5f-2c79-40af-94da-33e06f9dee9f,blended leren toepassen,released,skill/competence,cross-sector,,"Vertrouwd zijn met hulpmiddelen voor blended leren waarbij traditioneel contactonderwijs en afstandsonderwijs worden gecombineerd met behulp van digitale instrumenten, onlinetechnologieën en methoden voor afstandsleren.
    ",http://data.europa.eu/esco/skill/caede8f1-6658-4d78-9eb4-2ad2c7ebf09b,onderwijzen en opleiden
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e,ondernemerszin tonen,released,skill/competence,transversal,ondernemerschap tonen,"Een eigen onderneming ontwikkelen, organiseren en beheren, kansen identificeren en benutten en middelen mobiliseren, rekening houdend met de winstgevendheid. Blijk geven van een proactieve houding en vastberadenheid om succes te boeken in het bedrijfsleven.
  ",http://data.europa.eu/esco/skill/6c6957bf-cf1f-4483-9c7e-1655f251b01a,zakelijke en financiële vaardigheden en competenties toepassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c3c2420c-ce9a-4371-8eed-1db479c3a562,wetenschappelijke publicaties schrijven,released,skill/competence,cross-sector,,"De hypothese, bevindingen en conclusies van uw wetenschappelijk onderzoek op uw vakgebied in een professionele publicatie presenteren.
	",http://data.europa.eu/esco/skill/be40c4c3-a855-4d67-9ca5-6f4428c34b0d | http://data.europa.eu/esco/skill/7a34b3d9-bd3b-4f4e-a0f6-f97439901cb7 | http://data.europa.eu/esco/skill/2b1e2927-3542-48da-9063-02925e7562c1 | http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,geschreven inhoud aanbieden | wetenschappelijke methoden toepassen | resultaten verspreiden onder de wetenschappelijke gemeenschap | technisch of academisch schrijven
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cc61f9e5-d4fc-470e-8606-1ce865ff8386,een professioneel netwerk van onderzoekers en wetenschappers opzetten,released,skill/competence,cross-sector,,"Allianties, contacten of partnerschappen aangaan en informatie uitwisselen met anderen. Integrale en open samenwerking bevorderen waarbij belanghebbenden samen werken aan onderzoek en innovaties die een gedeelde waarde vertegenwoordigen. Uw persoonlijke profiel of merk creëren en uw profiel met contactmogelijkheden tonen in persoonlijke en onlinenetwerkomgevingen.
    ",http://data.europa.eu/esco/skill/8a3b45dc-8299-4b67-99db-6542daf79ac3,ontwikkelen van professionele relaties en netwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cd50d616-1f8b-481e-983f-68d2674ff82d,de factor geslacht integreren in het onderzoek,released,skill/competence,cross-sector,,"In het gehele onderzoeksproces rekening houden met de biologische kenmerken en met de veranderende sociale en culturele kenmerken van vrouwen en mannen.

",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,wetenschappelijk of marktonderzoek uitvoeren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68,projectbeheer uitvoeren,released,skill/competence,cross-sector,,"Het beheren en plannen van verschillende middelen, zoals personeel, budget, deadline, resultaten en kwaliteit die nodig zijn voor een specifiek project, en het bewaken van de voortgang van het project om een specifiek doel binnen een bepaalde tijd en budget te bereiken.",http://data.europa.eu/esco/skill/190f64e1-b7b6-4c53-b20b-80f9215ef6ca | http://data.europa.eu/esco/skill/ccfbdaad-b91d-4bfe-bd0e-d30b33587f19,toezicht uitoefenen op projecten en deze sturen en coördineren | gegevens over de voortgang van het werk bijhouden
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da930e2f-6047-4616-a598-bba8ecef3039,openbare publicaties beheren,released,skill/competence,cross-sector,,"Vertrouwd zijn met strategieën voor openbare publicaties, met behulp van informatietechnologie ter ondersteuning van het onderzoek en door CRIS (de huidige onderzoeksinformatiesystemen) en institutionele gegevensbanken te ontwikkelen en beheren. Advies verstrekken over licenties en auteursrecht, bibliometrische indicatoren gebruiken en de impact van onderzoek meten en daarover rapporteren.
    ",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,gebruikmaken van digitale hulpmiddelen voor samenwerking en productiviteit
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e49f4158-9d4c-425d-bf32-dfe89b19840a,plannen,released,skill/competence,transversal,,"Een eigen tijdschema en middelen beheren om taken tijdig af te ronden.
  ",http://data.europa.eu/esco/skill/66fdc34c-2326-4baa-b8ff-7a1d1015fe3a,plannen en organiseren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849,informatie samenvatten,released,skill/competence,cross-sector,,"Nieuwe en complexe informatie uit verschillende bronnen kritisch lezen, interpreteren en samenvatten.",http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,kwalitatieve informatie verwerken | verzamelen van informatie uit fysieke en elektronische bronnen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f7b071bf-4882-4cfc-ae0a-7e0e0ab94c61,multidisciplinair onderzoek verrichten,released,skill/competence,cross-sector,,"Multidisciplinair en -functioneel onderzoek verrichten.
	",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,wetenschappelijk of marktonderzoek uitvoeren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fa642fc3-5cc5-41cf-8926-6617a8b976a7,de betrokkenheid van het publiek bij het onderzoek bevorderen,released,skill/competence,cross-sector,,"Het publiek betrekken bij het ontwerp, de uitvoering en de verspreiding van onderzoek.
	",http://data.europa.eu/esco/skill/7d9bace0-63d0-4848-ac87-350a98082c12 | http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,actief deelnemen aan het maatschappelijk leven | wetenschappelijk of marktonderzoek uitvoeren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9,communiceren over wetenschappelijke inzichten,released,skill/competence,cross-sector,,"Recente wetenschappelijke inzichten delen met het grote publiek en dat publiek enthousiast maken voor de wetenschap, de kennis van het publiek; het wetenschappelijk inzicht vergroten en het gebruik van wetenschappelijke resultaten in de opinievorming bevorderen.
	",http://data.europa.eu/esco/skill/8f9f8b20-ff26-4392-b04f-695dcde5b90a,presenteren van onderzoeks- en technische informatie
